"","Sample","Joint.Location","Pathotype","Seropositivity","GCTreatment","Protocol","Sex","Age"
"AC092440.1",0.0501657545068146,0.00309260715924964,0.00512600333874014,0.000410339641931934,0.000689693763022969,0.00132691248890815,0.000136597742572686,0.00100256634407714
"AC093607.1",0.126531987311318,0.0251632196627161,0.0182278890046406,0.000386657034823212,0.0121507260157583,0.000700540260267779,0.0427587719501799,0.00149616674117725
"PPARGC1A",1.30414366042202,0.166270002742075,0.201832602916818,0.0043311619454145,0.0668745345197563,0.0214860200379974,0.385102983911234,0.0269577863720283
"AC092834.1",0.0416741824261102,0.00278414243130021,0.0083233615548961,0.000182258988379314,0.000944937918501143,0.000220262651151604,0.00573029303990724,0.00200965103227535
"DHX15",1.40786171061759,0.32965976341307,0.457323263398413,0.0150215843936818,0.0205674331238304,0.00108336502329109,0.0249283886202267,0.0081341028173143
"LINC02473",0.0507900291187635,0.00601631052036256,0.00441258521285404,0.00022111584615514,0.000674629978936192,0.00100041368615855,0.00259158360167433,0.000672408212876174
"SOD3",9.04063971980001,1.27661796645646,1.4895433948006,0.52609789923761,0.72911538057312,0.140231336018781,0.374730924593203,0.011059544147185
"CCDC149",1.78612503722895,0.130320421098551,0.0670063368275797,0.320845245309687,0.0010946117560251,0.160175717239519,0.210928206405148,0.0564515391876963
"LGI2",0.911868333361432,0.158882576929198,0.0135401068953045,0.000320994157365639,0.00249029594867611,0.00863973587369449,0.178614524794518,0.00130765794303933
"SEPSECS",0.46296686682693,0.0296975486216544,0.0798819173841836,0.000892257220530546,0.0106009268196594,0.00709992571336082,0.129410481911962,0.0243998728823969
"SEPSECS-AS1",0.18945610468396,0.0521733681594583,0.0348270058504463,0.0165410451392733,0.0137966885893626,0.00893249839714061,0.00486107358684817,0.0125712157771907
"PI4K2B",1.16961633564773,0.00139559169670678,0.301987533977288,0.00716339928578114,0.100509540143845,0.00478945475843595,0.518709345371648,0.00927424057558524
"ZCCHC4",0.199101850509353,0.0186329966248011,0.0321743964790122,0.00520769857419445,0.00563911675373063,0.00451401619103731,0.0821620740357076,0.00336348437964817
"ANAPC4",0.725940542712811,0.011563596611075,0.183889214815303,0.0102433942023361,0.00441281047852682,0.000395054258106597,0.456327889429642,0.0111450149531844
"AC105290.1",0.0278783168778385,0.00246230137564973,0.000526201149841921,0.000240195904666063,0.0026769736837795,0.00417110199543158,1.08535798126752e-05,0.00398633383261737
"SLC34A2",0.062238694671124,0.0148729386376889,0.00725056867270091,0.000317895368395771,0.030420140394527,0.00637872687880847,0.00208165736845789,0.00536869509002447
"SEL1L3",3.65379033057986,0.293624190707242,0.690817850118219,0.119016965029961,0.0576533603316998,0.0107464851888728,0.790932656779231,0.0466151540141735
"AC092436.3",0.581184067706864,0.0574993551198499,0.0262849091397288,0.0231437357620545,0.120189994758946,0.0111134811957792,0.0169619558566647,0.00614105913481211
"SMIM20",1.75391247678998,0.219910841519644,0.159353699427223,0.180115322826779,0.320921908679306,0.00974206096162611,0.517219991424822,0.29980448792738
"AC133961.1",0.0453183291862058,0.0116268815003595,0.00745610237562477,0.00282394796424779,0.00539897158153835,0.00161904181975592,0.00257592782778593,0.00272588115062256
"LINC02357",0.123736257737361,0.000465297591401015,0.0361345449474859,0.0145345805165786,0.0104594539628855,0.010403118944613,0.00254053341534055,0.000142812507297752
"RBPJ",6.20304436716783,0.618900323421068,0.890089995981336,0.894224354229689,0.308551234958265,0.0825525880909561,2.09212587028083,0.249855282156486
"CCKAR",0.0694257099745466,0.0134048271396958,0.00224727793022295,0.00301204223366325,0.0115492730702771,0.0176594380191686,0.00150111777039719,0.000207427130805016
"TBC1D19",0.607863397724706,0.0346758554796489,0.0678366037039635,0.0221520738021175,0.0239364677093068,0.00152052169559713,0.124448801724864,0.0603866131043018
"STIM2",3.59094337439638,0.182996847414407,0.518394776575382,0.00634645107921994,0.388245550433919,0.00512504635152844,0.381113388402166,0.0340384748707456
"STIM2-AS1",0.141102854542174,0.0509053059935316,0.00525850702434161,0.010786169235022,0.000624634353074693,0.0072392700260937,0.0039369803741196,0.00284094833035153
"AC024132.1",0.0251553233798218,0.00112194664784182,0.000374671318670305,0.00326140206003966,0.000720428848988153,0.000338251354470298,0.00107566441629459,0.000105696992003246
"LINC02261",0.0602260358151807,0.00618850856511921,0.00606406167544815,0.00107778034060813,0.010254095211748,0.000352343785947618,0.00387332086267955,4.99026378109058e-05
"AC024132.3",0.0993117492793627,0.00801568320438761,0.00738511254065877,0.000337463830768492,0.00821723520940676,0.000678405745668798,0.0118146686522325,0.00230294007826926
"AC007106.2",0.0470684187988568,0.0109359349619309,0.00355476763650442,0.00226696044440811,0.00650954346502752,0.00139728388331983,0.00076025358198839,0.000941748691285493
"AC007106.1",0.0247149371416455,0.00062564967944212,0.00613281731414173,0.00276930856361046,0.00138941918660374,0.00455896115115761,0.00227288527460123,0.00134178172854771
"AC093791.2",0.168039370647843,0.0360005107912897,0.000967309892951906,0.00259544681291413,0.020442646431329,0.030554722577536,0.00697668123933459,0.0179836362815378
"AC093791.1",0.087424692874527,0.00658718158794702,0.000474218762613887,5.2563144947726e-07,0.00973023192274436,0.00876915080372243,0.00207817436975732,0.00835320884327029
"AC097480.1",0.116598644119148,0.0210606647977341,0.00571472074060164,0.0164177163098134,0.0257047005094546,0.0462627947871885,0.0081273534613846,0.0185823418589082
"AC109349.1",0.0253197278876627,0.000111125451018879,0.00338979619978197,2.34989301906019e-05,0.00443497039760432,0.000207543996344484,0.00287985854414696,9.65365663740947e-05
"LINC02472",0.0479124697494004,0.00531553374566451,0.0138839048599237,0.0052049277696864,0.000573898201627898,8.38017541027192e-05,8.67257053949189e-05,0.000112701166932183
"AC098595.1",0.0442237441781623,0.00425668485511954,0.00772582429275914,0.00495284129214957,0.00227421659206861,0.00198871276184676,0.00134706288421604,0.000499721671520792
"PCDH7",1.11175522927934,0.275848708904258,0.490838918340053,0.264398042826675,0.0261966827088567,0.0435279871095151,0.000543378397976912,0.0161588872615748
"AC097716.1",0.0760951202152138,0.0160078255881047,0.0218623106584159,0.00834744412165911,0.00344665870364302,7.73693528133279e-06,0.00135727178517397,0.000311105722972105
"LINC02497",0.0310988644152244,0.00179643891079495,0.00314286067265579,0.00128021610449336,0.000262519108884529,0.00160588932291983,0.00287746974754199,0.00158883900184259
"LINC02501",0.0414981974679374,0.0044203287969391,0.00279186671179321,0.000324333302836877,0.00157187351790267,0.000111064002861205,3.36561426284021e-05,0.00191145422466787
"LINC02506",0.903991067886678,0.262485413463975,0.345531624369499,0.118584445544934,0.0793600837989739,0.0398908846626744,0.0508190616328452,0.13835777026372
"AC097654.1",0.122889461093978,0.0271831146896884,0.0138342636719857,0.0223731313223396,0.0164862858046844,0.00689351979069608,0.00604902879675073,0.0119799815489041
"AC116611.1",0.03618923825911,0.0107646553520802,0.0010862344751561,0.00454878408544523,0.000148660451559923,6.14827866396439e-05,0.00432938496142121,0.000148220183027181
"AC079772.1",0.0572266857293724,0.00581474481187172,0.00274499752911384,0.00121494153170199,0.000980923580673476,0.00368710914800952,0.000130236924933413,0.00808528340663361
"AC016687.3",0.0256126161554349,0.00025085858365026,0.00284598577688921,0.00364803979830963,0.00177810236597908,6.81436927441048e-05,0.00278927432039167,0.00110743569039506
"AC016687.2",0.0245356414617204,0.00184625476736811,0.000855342085659405,7.48650998083633e-05,0.000110597814806379,6.93216537062114e-05,0.00566192452587932,0.00175690283046315
"LINC02484",0.0574477629797565,0.0011722948146442,0.00235799742852594,0.000735582384536748,0.00402251680902133,0.00168585933983945,0.00279485059778706,0.00431767188753263
"ARAP2",5.8321074391614,0.610729964583123,1.40526222872497,0.018772100048392,0.31239079870562,0.00897564324463529,0.0189816689001865,0.104712805099261
"AC104078.1",0.250068039644646,0.00380495323714092,0.0386415234214454,0.00867383066645022,0.00072186125448237,0.00545652907316674,0.0120858554269354,4.2399340705046e-06
"DTHD1",1.20821671350212,0.101829181221069,0.12385254295102,0.0285029322724895,0.000182877359999889,0.000514863378631158,0.00999415732636511,0.00723405726784643
"AC104078.2",0.403040958460621,0.0391333745196065,0.022342121395913,0.0242851389546606,0.000553197771213654,0.000118055790865323,0.00161164719999496,0.00277657515718177
"LINC02505",0.0222685477655027,0.0107585545472189,0.00143515925087323,0.00010576834256204,3.74818409643041e-07,0.00108991870215736,0.00924035513898414,0.000766453421763291
"LINC02616",0.0198547659188697,0.00390084506480814,0.00363922593606958,3.41115021007532e-05,1.60551154593236e-05,3.68702611663885e-05,9.1947229130529e-05,0.00106401155189895
"AL136537.1",0.0153260297353297,0.00236231558771172,0.000158844527531343,0.000126905248509779,0.000642258598559931,2.38417441567051e-05,0.000186055451256717,2.06334001662256e-05
"NWD2",0.0362220071602248,1.16334303967847e-05,0.00600340950256406,0.00552160830048498,0.000828759669246892,0.0142591275049231,0.00199966077250036,4.77921977326545e-05
"C4orf19",1.42204926620201,0.167021322181238,0.186220939032478,0.0532755504319415,0.139782116070908,0.00569291038572395,0.0572134101164634,0.0236442471342801
"AC022463.1",0.0391572543185115,0.00289586872762593,0.00715892912730443,0.000941494065764825,3.6760612331932e-07,0.00253966337914191,0.000160048203690089,2.57440504469741e-05
"AC027607.1",0.070704397259258,0.00673048271423449,0.0237860787956179,0.00365536360499297,0.000299112201762597,0.00524793241795107,0.000744955989040452,0.00402561460255413
"RELL1",1.24296671055498,0.0956471870919628,0.160061639993081,0.0195573370767144,0.000907922615644985,0.00495650496750155,0.00505123535030627,0.000473779840204358
"PGM2",0.86172796630325,0.146750107751992,0.185659333127397,0.0067013146594741,0.228415337326848,0.0485536782794282,0.254249889740321,0.160727620702883
"TBC1D1",1.49780736794675,0.0126966567008724,0.0554989394773053,0.027538075090483,0.107914305060919,0.0287192168163197,0.701889344334172,0.000216390763330132
"PTTG2",0.027277280816862,0.00903984329659879,0.000855246081599148,0.000589476030343761,3.83723426700122e-05,0.00115723362953402,0.000829090687093359,0.000646400676196368
"AC098680.2",0.039035942055643,0.0133570610740819,0.00899731841311757,0.000164478738617913,0.00355836442069712,0.00113207036557261,0.000825360473644121,0.0016829810582264
"LINC02513",0.0208419736745125,0.000236314219625999,0.00246428247492325,4.29508930088751e-05,0.000319806900062058,0.000199412981305436,0.000410024138508547,0.00320198115960624
"LINC01258",0.0484573567477109,0.00131634825495386,0.000266964491080213,0.00185470125551035,2.4721460767374e-06,0.00411238626570887,0.00476421074203648,0.000169653823400839
"LINC01259",0.069800404217657,0.00919142906378179,0.00632593965700368,8.1752065939078e-05,0.00421450491294717,0.00137051709689917,0.0264016666956857,0.00604241995438848
"LINC02278",0.0149905907595116,0.00459809282666868,0.0031164967166486,0.000418614530384165,0.00043038141337437,2.1964504715033e-05,0.00188544871698726,4.21087269386611e-05
"KLF3-AS1",0.35213585134275,0.170958043000025,0.044512603448954,0.0013711990855314,0.0403682786207393,0.0184701225625306,0.00764914792269478,0.0895469291577022
"KLF3",2.41157678250455,0.289865810952195,0.223035085647005,0.000485010399398078,0.0429106831971948,0.0318615723484572,0.346722140938549,0.14119328232961
"TLR10",0.274126994097135,0.0449097659329989,0.0184714641180972,0.00427427537970093,0.0345248394963527,0.00701460061556247,0.00985076348660741,0.0121497725318775
"TLR1",2.04185009485776,0.209348222615924,0.165496742727711,0.00300809521810441,0.0186593848587213,0.317748017165465,0.00627840430087456,0.0174557723098823
"TLR6",0.756417868472647,0.0797995245905292,0.0447220944634452,0.00154767180015059,0.000440891366926266,0.116958170346626,0.00129124854327811,0.0150955815185205
"FAM114A1",9.59676948924634,2.39101587334613,0.106702569218031,0.00608821896699308,0.11748430057269,0.188941818516231,0.786788592067134,0.00722124981104022
"TMEM156",4.06783509941373,0.495735872390168,0.543453859630116,0.103294238757001,1.04532407213672,0.0262853338325431,0.0293142850658956,0.197755144860667
"KLHL5",2.88731170582687,0.125106096422523,0.710956971430354,0.0122084186131355,0.389026415677518,0.11978007863509,0.557141540629491,0.0255091905534188
"AC079921.1",2.01348624878306,0.071348575971375,0.0930235672688129,0.140282165787331,0.340700751428469,0.0155765210193004,0.00145420000975394,0.0528582425042612
"AC079921.2",0.0822687622708873,0.0250257688218625,0.00563803864880308,0.00507867705366039,0.0033761773070129,0.00449667606583493,0.00880920236978611,0.00052313556665462
"WDR19",0.319442735834297,0.00248177174256847,0.0142855995830193,0.0291391436107569,0.0659358735152771,0.112116661666428,0.0522022083283669,0.0445264669424517
"RFC1",1.19454441210645,0.0386083187837505,0.0380463107782947,0.012101443071233,0.0115875309974367,0.0049916951840312,0.693487819486804,1.53057551965929e-05
"KLB",0.254716116950848,0.0246104762535282,0.00990115817037784,0.0291387239623409,0.0182836028205235,0.000484216539198279,0.0027527764805968,0.00107926758781129
"RPL9",7.39778141159106,2.20408394603623,1.03118767651252,0.223646531975452,0.846414341216828,0.0505430380563054,1.14707405863188,1.93560303084284
"LIAS",0.191156244867163,0.00564302990349042,0.00593040163834324,0.0114345644280256,0.0147043026603288,0.000143881692393766,0.0807940482617897,0.00779435126844197
"UGDH",8.84814627162561,2.50072928576927,0.24359735060806,0.235141294496544,0.0210341772501121,0.96593672708003,0.450287706934782,0.259891961838776
"UGDH-AS1",0.541691001108646,0.0279652936812425,0.0176531390951196,0.0113987770936075,1.44178013972152e-07,0.0270894527690468,0.0154930484525972,0.0174021472473473
"AC021148.2",0.0902205677026924,0.0236783643208671,0.00877762650153269,0.0019798664119608,0.000688452374564275,0.003868161488918,0.00669934519899051,0.000237112883239021
"SMIM14",2.40793980849577,0.0996480310874293,0.00454941158855027,0.296063736803853,0.318660333541154,0.00738245393603343,0.463819025264789,0.0861246049871145
"AC108471.3",0.136107560595811,0.00419885707697576,0.00961918377236914,3.90182327003608e-05,0.0019807383301873,0.000104859451188766,0.0112887066482714,0.0114056665987405
"AC108471.2",0.110621382552767,0.0176769053805481,0.0273012193266919,0.000695568470288066,0.00223263243325222,0.00113288750601681,0.00742259130366296,0.00254594517133944
"UBE2K",2.94748324607119,0.0474520882044138,0.967537662091456,0.0569517227193339,0.295648914816082,0.135293792089786,0.65020006121107,0.0815926969826242
"PDS5A",3.25549942219581,0.158235197662615,0.963683367458668,0.0223783298878066,0.582512749631536,0.132312957516534,0.434593562276619,0.168408911452234
"N4BP2",1.01893338202061,0.0746565988088532,0.455591832179614,0.0728413423003782,0.179252058823387,0.0139196460772539,0.092303075380662,0.0675131873017931
"AC095057.3",0.07594938123624,0.00806403050770399,0.00709445922899565,4.76936649618231e-05,0.00866883312178324,0.00317610758706621,0.00238247094094257,0.00717948189437045
"AC095057.4",0.080860969141372,0.0101704315562334,0.0013742228880842,0.00582816105569872,0.00273237236535495,0.000672095647213933,4.63578677112331e-05,0.00518113212727433
"RHOH",9.24267562371303,0.838905641193011,0.977638070050091,0.0865248218472781,2.10362643973284,0.0288541359420025,0.0661448766251183,0.697445533507379
"AC095057.2",0.0366401424147678,0.000381889433931359,0.000729530766041542,0.00412322102349982,0.010113340283302,0.000194290177835121,0.00636190585785457,0.00206856090797514
"LINC02265",0.328552633784707,0.0216916831101588,0.0760528178021525,0.00896857988132993,0.0162564221238393,0.000371717156466556,0.00590418970571882,0.00601382239684423
"CHRNA9",0.0317150347138639,0.00890891991325304,0.00897922438354293,0.00295164451946661,6.24310269592421e-05,1.50567354362252e-05,0.00300104308815774,0.000271618651959127
"RBM47",6.12479570327516,0.695948067251051,0.0450211144047086,0.37943675322224,0.0347729391492746,0.265886333105481,0.0117956422017951,0.0874759823915494
"AC098869.2",0.036624532210805,0.0100003732959153,0.000391029713131541,0.000395298240463138,0.00216966102454252,0.00444838546183046,0.000596324531909609,0.00933594246694813
"AC131953.2",0.0317409932687251,0.00213721359724195,0.00378913952389093,0.00257850139612215,0.00163254337189889,0.000641787401034488,0.0244793265555932,0.000168569135117203
"NSUN7",0.211003934653553,0.0120124144682876,0.0501270986361879,0.00205491108500322,0.000685594287930247,0.00117411038970117,0.125710916272059,0.0141059870316096
"APBB2",5.35030220690119,0.960203079434907,0.756294020171822,0.0293137162205248,0.0173547991373035,0.324203329985229,0.00808664756730693,0.218520809631018
"AC131953.1",0.0875844178583995,0.00115520685544102,0.0155619850727096,0.00887388782665477,0.0018578488648946,0.00116090001980318,0.062745534586206,0.00302600052539681
"UCHL1-AS1",0.0202118842513976,0.00239801446155763,0.00204208359848579,0.00172117854844167,6.37481301746234e-05,0.00293272341905793,0.000571740680843646,0.00209315730584914
"UCHL1",0.851919931139056,0.442799793010673,0.110489686851922,0.00708040112652464,0.00132980965130702,0.0936728062426284,0.0740608484500749,0.00508837969604992
"LIMCH1",1.27647425683395,0.0300593461011744,0.0140337839068527,0.0947106093458716,0.302876280817033,0.049439053114686,0.0955611141135626,0.139937122472933
"AC108050.1",0.0215977149818469,0.00260217859542333,0.00108916377844492,0.000896007579820335,5.72631722484118e-05,0.000663606867623567,0.00146175321892317,0.00132180263037185
"AC105389.2",0.0316833409093942,0.00751198877940729,0.00201955735394943,0.000488140385601632,0.000500009815085356,0.00627914529185425,0.00243412393053921,0.000218433303034171
"AC105389.3",0.0281158676988191,0.00255476247880138,0.00254837906354943,0.00502910950124225,1.6010768710828e-06,0.00137128471976444,0.000946178057836811,0.00178987847412326
"AC108210.1",0.28221909924373,0.0317119625082962,0.060970026068019,0.0980170787410417,0.00140351640088854,8.16995184060865e-05,0.072543967641181,0.00451203369887798
"TMEM33",0.977500249671881,0.170305574400098,0.153962595200086,0.0388223484106498,0.0511616463402254,0.0362065257063726,0.297169616892101,0.236616079180796
"DCAF4L1",0.182382436171269,0.0242722460644385,0.038568723561816,0.0221376188111133,0.00943452309780657,0.0237869918702005,0.000778407139334636,0.000874585104915226
"AC106052.1",0.0402784220046359,0.000530312193802729,0.00382330831014688,0.00229736870361874,0.00049680680447306,0.000574738568459576,0.00106775667608749,0.000362978966705896
"SLC30A9",1.56665245468592,0.0381434622019561,0.505857455611136,0.110599857774729,0.211133221389526,0.0653626226473913,0.844892538661635,0.0375177065531029
"BEND4",0.193034495329536,0.0224904819845273,0.0413921473110368,0.000722115745532825,0.0181522015162083,0.0139819797196239,0.00327922859822971,0.00301305876173608
"AC111006.1",0.110988887601404,0.0272185353700438,0.0311856325188598,0.0118702949263749,0.0219413339969332,0.00123809254221063,0.000537952942814002,0.0196688215866492
"AC024022.1",0.215814008983128,0.0409408423529989,0.0110894177943854,0.00601564100051188,0.00298422069813231,0.00283554293373234,0.0442765616247676,0.000103961902464533
"SHISA3",0.114397616477113,0.0180341116090554,0.0287385395294493,0.00751785657271409,0.0101331035837871,1.67747963186748e-05,0.000133338783359083,0.0200338339057193
"ATP8A1",4.97233907362525,0.163445232236159,0.483547246458227,0.0782791171538677,0.643829963337683,0.0303373037024768,0.044275005659089,0.169269924572757
"AC096734.2",0.0541310973983689,0.0179733825812933,0.00500428670001662,0.00519800476841414,0.00212881365143636,0.00376581666710063,0.00023387262161334,0.00250036918454377
"GRXCR1",0.0598545542073614,0.0036105823893573,0.00435101438108765,0.00747091044613901,0.00455355659242374,0.0114505250737973,0.00331267907719424,0.00901834459986484
"AC080132.1",0.204922766750237,0.0326406757691244,0.000441396831662999,0.00244851998147944,0.00732498771405243,0.00213152069018507,0.114282745283323,0.000414169075668713
"AC114757.1",0.622527777367132,0.0584458020315037,0.0177912419224602,0.00250068607412501,0.00991048027672026,0.00054574245745842,0.269015226036584,0.00604305986855458
"LINC02475",0.0581193057713869,0.00282600220039564,0.00686638278822871,0.00129867332988587,0.00150482576456445,0.00523450013680815,0.00844092920341266,0.00540055386466509
"KCTD8",1.51356002524193,0.170448738438211,0.0515240873355749,0.0102519004012036,0.0378842938440815,0.00604341270750153,0.510309957172839,0.00650099053468578
"YIPF7",0.0621757916301702,0.029786717056024,0.00334101437965417,1.22166643468091e-07,0.000327119727305814,0.000223254604436729,0.000103184888800012,0.000141639690776074
"GUF1",0.51970762016964,0.0193369866431925,0.127727824249291,0.019702437934277,0.000177447411886522,0.000757705719545143,0.239087211812872,0.00165287326174823
"GNPDA2",0.264052353711042,0.0951428439371016,0.00385763364634251,0.00929544601893095,1.89043783516141e-05,0.00914200598408632,0.043322304752702,0.00426181370266621
"AC096586.2",0.0312358263472312,0.00138580428155066,0.010979785813825,3.40442849577904e-05,0.00226134675875844,0.00223451482791459,0.00292078295178744,8.88135502918885e-05
"AC096586.1",0.0955791604921985,0.0165514968571201,0.0149906668020616,0.000870987129431011,0.00516310337699277,0.00326040067508693,0.00450474185145211,0.00128172042791475
"GABRG1",0.0372621264901452,0.00378257568072193,0.00288066821657607,0.00425874906155865,0.0016971925023701,0.00971950256563048,0.00340612332603296,0.000153907052724556
"GABRA2",0.256952437257785,0.0590904096337219,0.0228830824090087,0.000119818190036369,0.00869470209835521,0.00479954261729532,0.000618668260621291,0.000773077716487158
"AC095060.1",0.0673208867968733,0.0011523286158388,0.0194420289743036,0.00134593672415084,0.000211397813110192,0.000635282916350288,0.00336794145726627,0.00155973090888439
"COX7B2",0.036522820074758,0.00408798310426173,0.00304886422496375,0.00100525951381991,0.00295825663461091,1.31456828200704e-05,0.00147324224974987,0.000423908197377809
"GABRA4",0.932477420447164,0.0744177148793712,0.0758867187940937,0.0412652236156719,0.185557098421607,0.000442601913286378,0.174049654468555,0.110346436923681
"GABRB1",0.579322841886065,0.199722409799796,0.0174303042263846,0.1271890067718,0.0646807117901771,0.00075021770362671,0.0289709868815158,0.0100206408114145
"AC107398.3",0.155483148222191,0.0307982154701958,0.010098953292248,0.0427452475764478,0.0158618363942598,0.0102754258259452,0.0143296675320426,0.00233855064315502
"COMMD8",1.42532904447444,0.0910257913310897,0.206314767836402,0.00829049225248291,0.201435944659945,0.0883324829695775,0.602167296592915,0.507157568416128
"AC107398.4",0.0379897064297974,0.00681075138939669,0.00813986096321884,0.00236485567436384,0.000455841092183995,0.00135421126151725,0.00174144164387657,0.00061001535275329
"AC107398.5",0.0281887284530713,0.00226159864862296,0.00495369711837057,0.000364614837999877,0.000876569114538484,0.000182593411868215,0.00422111480976595,0.000150238944907066
"ATP10D",0.80785894596741,0.0460017164747861,0.0239921024950851,0.103184050477811,0.067128223198043,0.00033799413186042,0.283185636074401,0.0957826584919497
"AC107398.2",0.0271189151802687,0.00113652345747894,0.00528641634404137,0.00156052223806435,1.89953786033925e-07,0.00044732869747266,0.00610224929700198,0.000452724781363489
"CORIN",0.0925602522142133,0.0120225200813007,0.0401195502935936,0.00333872470823504,0.00914965566198855,0.019018798283732,0.0105034479834121,0.00170421144617405
"AC107068.2",0.364517601020542,0.00358966142163242,0.0183523953562581,0.117054580399312,0.0207687553955282,0.00635066488775538,0.0261749915224763,0.00930886383082585
"AC107068.1",0.110365813936009,0.0192387425349216,0.0352440865866055,0.0193337570752905,0.000935079620045798,0.0132078098175281,0.0033501771642297,0.00166174644945505
"NFXL1",0.273387891895494,0.00736792060729297,0.0118919684019669,0.0228594221799772,0.0345417325784636,0.0172834664400545,0.0163863259901253,0.0353345600871746
"NIPAL1",0.160740988939856,0.0193651201354617,0.00629720630138664,0.000861059208812076,0.0649774706704243,0.000105632264468802,0.00386907012087656,0.0179694494566895
"CNGA1",0.267604403965171,0.0468794499723257,0.0170575245640014,0.00375276677613279,0.000524837046145255,0.00108848553032059,0.0289230755636583,0.0772857738118082
"TXK",1.81524238593351,0.282637815036069,0.230021855733109,0.443802688208261,0.0182324104770371,0.00183149684497286,0.429392644910687,0.000250502872034541
"TEC",3.05829421444422,0.248473488608525,0.867077093837088,0.89108865676012,0.0229153213194944,0.00166603498223949,0.962016799086718,0.00682641040546939
"SLAIN2",0.657400634343763,0.018758315871259,0.14844304538506,0.027815765120176,0.0226192862095242,0.00193566330993766,0.226843313706149,0.0435629758370859
"SLC10A4",0.0341759935532315,0.00362332619446848,0.00290616599241122,0.00168237854294429,0.00241747890782351,0.00149871601605733,0.0027561840344581,0.00048740809842629
"ZAR1",0.0162662335931985,0.00633888251779791,0.00183382615627226,0.000183311489299065,2.33315741726692e-05,9.65028189359174e-05,0.00152768316483698,2.43803586985614e-05
"FRYL",2.79484816654474,0.0959494246505543,0.325339900623067,0.0385304456020807,0.264372229568,0.000207528569529103,0.515850728883582,0.149645443796043
"OCIAD1",1.81685165238598,0.387083477964045,0.0301991914273825,2.10587750570923e-06,0.514826681981684,0.0357711904195979,0.362685352694458,0.65524828644854
"OCIAD1-AS1",0.228505342208341,0.00285501420140832,0.000593865678077954,0.0416158577550618,0.0317368261365858,0.00921609999502415,0.0151974819223244,0.00877510729834219
"OCIAD2",3.3349988203959,0.515469447091121,0.183315427527009,0.513574670329986,0.000816447455920244,0.0897877691667937,6.62658783401326e-06,0.119469926356275
"CWH43",0.0345673626903409,0.0117904583864736,0.00694900722633118,0.00177838439797684,0.00560453544959927,0.00429078252159876,0.00146542447959641,0.000102578251648389
"DCUN1D4",0.561066023569223,0.032747572860603,0.0483609939119778,0.0134196778251994,0.00218992144384034,0.0031492977892067,0.0496929283968939,0.00938517533786154
"AC027271.1",0.0591678849064192,0.00386599234940554,0.000468596486491446,0.000561729506287634,0.00177619176568999,0.000582550016092753,0.0172689582978003,0.00196873916624707
"LRRC66",0.0675381175418432,0.00292942251162165,0.00612700147681888,5.54287265641662e-05,0.010685237090069,0.0132792641354573,0.000655886421607743,0.00384652481112413
"SGCB",3.39094353272268,0.569597864574944,0.409868986654793,0.168725661282765,0.138874567903113,0.00199219357406299,0.00789770157479941,0.00102792565661591
"SPATA18",1.41431579281046,0.262387081768622,0.0782129970287593,0.00492232140530957,0.0119216795135046,0.00706003324405513,0.0220276272482667,0.0540810224129995
"AC097522.2",0.232478910375378,0.0192193004448948,0.0921078457767788,0.0114627250773491,0.00100477140926314,0.000548511108577898,0.00325898164308391,0.0255138188136383
"USP46",0.381481032763775,0.0860988106308858,0.0334806220668837,0.0125815484347092,0.0939186218118837,0.0085541601289929,0.0399500363352456,0.0831241416532791
"USP46-AS1",0.233043438793001,0.0640978902338274,0.00633404709815544,0.000553129433333854,0.00678942598876242,0.00060284972639435,0.0143891194609891,0.000499334741776991
"AC104066.3",0.023415932073545,0.00318487421906433,0.00275082506737689,0.000647416435251014,0.000700133751552201,0.00456397443812095,0.000333190984058707,0.00101805382876075
"LINC01618",0.270241196757492,0.0271322626758774,0.0132408695854291,0.000164335617724998,0.0135747572797218,0.0473627862077386,0.00354956123091998,0.00866607019005539
"DANCR",1.58330764082943,0.339136324944833,0.0162698142438411,0.312395505750829,0.0355427943702469,0.00146439564485679,0.00697166861678422,2.19555538527594e-05
"AC104066.4",0.225305636617168,0.00921782394576187,0.0258499000725276,0.0198052048768549,0.0187978525769128,0.000180105398650543,0.00407144007584792,0.00823025242020492
"ERVMER34-1",0.111823076275586,0.00420083204603072,0.00506506160824483,0.000426783152807086,0.00868428207371208,0.0169568244429263,0.00750925188998108,0.00843869078245296
"RASL11B",0.0416354492356663,0.000865436361174865,0.00885807787767146,0.000603241384744546,0.000949738524547161,1.53747653497405e-06,0.000617137556091496,0.000234409988209006
"SCFD2",2.32172811675989,0.130080188509551,0.0573868053785231,0.0124393491739871,0.0812088981102299,0.0114057178339011,0.948379170647717,0.0136885414405929
"AC023154.1",0.119863092475159,0.0577431861874533,0.00303582752011478,0.000401468699251506,0.00910289270580344,0.00835913270034183,0.00080277141906171,5.61516813046836e-06
"FIP1L1",0.872664119634636,0.0259384688976461,0.210385519240097,0.00199896326006366,0.0254804485323556,0.00144747177857063,0.156880263437076,0.038704457477956
"LNX1",1.82748266500976,0.43663960433602,0.0432815113340257,0.0216295750197548,0.0122869330301589,0.0122099487634086,0.00281252126651532,7.44767984284245e-05
"LNX1-AS1",0.448059962721947,0.0343565507204824,0.062277812403444,0.00911473390582396,0.00993748956545915,8.69033161432498e-05,0.00567982454332538,0.00234468047244363
